1.000000000000000000e+00,2.916666666666666852e-01
1.000000000000000000e+00,2.638888888888888951e-01
1.000000000000000000e+00,2.777777777777777901e-01
1.000000000000000000e+00,2.777777777777777901e-01
1.000000000000000000e+00,2.777777777777777901e-01
1.000000000000000000e+00,2.916666666666666852e-01
1.000000000000000000e+00,2.916666666666666852e-01
1.000000000000000000e+00,2.638888888888888951e-01
1.000000000000000000e+00,2.777777777777777901e-01
1.000000000000000000e+00,2.916666666666666852e-01
2.000000000000000000e+00,2.777777777777777624e-02
2.000000000000000000e+00,2.777777777777777624e-02
2.000000000000000000e+00,4.166666666666666435e-02
2.000000000000000000e+00,4.166666666666666435e-02
2.000000000000000000e+00,4.166666666666666435e-02
2.000000000000000000e+00,2.777777777777777624e-02
2.000000000000000000e+00,4.166666666666666435e-02
2.000000000000000000e+00,4.166666666666666435e-02
2.000000000000000000e+00,2.777777777777777624e-02
2.000000000000000000e+00,4.166666666666666435e-02
5.000000000000000000e+00,1.388888888888888812e-02
5.000000000000000000e+00,1.388888888888888812e-02
5.000000000000000000e+00,4.166666666666666435e-02
5.000000000000000000e+00,2.777777777777777624e-02
5.000000000000000000e+00,2.777777777777777624e-02
5.000000000000000000e+00,2.777777777777777624e-02
5.000000000000000000e+00,1.388888888888888812e-02
5.000000000000000000e+00,2.777777777777777624e-02
5.000000000000000000e+00,2.777777777777777624e-02
5.000000000000000000e+00,2.777777777777777624e-02
1.000000000000000000e+01,4.166666666666666435e-02
1.000000000000000000e+01,4.166666666666666435e-02
1.000000000000000000e+01,2.777777777777777624e-02
1.000000000000000000e+01,2.777777777777777624e-02
1.000000000000000000e+01,1.388888888888888812e-02
1.000000000000000000e+01,4.166666666666666435e-02
1.000000000000000000e+01,1.388888888888888812e-02
1.000000000000000000e+01,1.388888888888888812e-02
1.000000000000000000e+01,2.777777777777777624e-02
1.000000000000000000e+01,2.777777777777777624e-02
